,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
2186,0.0,3 to 6 months,~01e80f267d5654a389,Hourly,"['mysql-programming', 'sql-programming']","We need an experienced SQL architect who can quickly conceive of the proper SQL needed to visualize our rather ""flat"" data tables in a variety of complex ways.",Various SQL Queries needed to visualize financial trade data,10-30 hrs/week,United States,5.0,4,4,VERIFIED,3
2187,80.0,,~016cc4055cc4107f48,Fixed,[],my group in database management class needs to do a tool review on SAS  base. other groups are doing R and SPSS.my part in my group is a introduction of SAS base. can you create a few slides showing the overview of the tool's capability and what capabilities should marketers know about since our major is marketing. And show what SAS is different from R and SPSS.Please use screenshot of SAS when you explain. My part should takes about 5 minutes.I think this must be easy for you since you are an expert in SAS. so let me know if you have problems with the fixed price . I hope you can finish by tomorrow 3pm eastern time.,SAS base tool review,30+ hrs/week,United States,4.8141509434,8,10,VERIFIED,7
2188,800.0,,~01d0a97fcbd87b2af8,Fixed,"['analytics', 'data-science', 'data-scraping', 'statistics']","This is the first in a series of jobs -- i.e., this can lead to a lot of work. It's the fun part of data-science and analysis (in my opinion) where you are connecting disparate data sources and looking for interesting correlations/causations. Some of this *could* be done in Excel but we'd prefer Python or R. Ideally, you are familiar with many public data sets including US Census, NIH, IRS, WISQARS, Zillow, NAR, GSS --- and many more -- i.e., we won't be able to tell you where to go to get data all the time.The work you do here, if satisfactory, will pave the way to further analysis This initial job consists of two tasks.1. Are the rates at which taxes prepared correlated with the foreclosure rate in a given zip?a) we will take property default rates at the zip level from Zillow (per 10,000 units)http://www.zillow.com/research/data/http://files.zillowstatic.com/research/public/Zip/Zip_HomesSoldAsForeclosures-Ratio_AllHomes.csvb) we will take IRS reported data on tax preparations (it's buried among lots of data here):https://www.irs.gov/uac/soi-tax-stats-individual-income-tax-statistics-zip-code-data-soi Questions: - how does foreclosure rate correlate with tax preparation? - has that changed over time?- can you isolate the effects of this as an independent variable?- produce charts, r value for the correlation and other insights2. How does gun ownership affect foreclosure rates and home prices?(note this is a broader question)a) property datahttp://www.zillow.com/research/data/ForeclosureMedia PricePrice per square foot datab) gun ownership data (this will require creativity)https://www.atf.gov/firearms/listing-federal-firearms-licensees-ffls-2013  (change last 4 digits in url to get from 2013 to 2015)Use WISQARs, NCHS, GSS, Census etc.Questions:Does gun ownership impact property prices? Are they correlated in any way?","Statistics/data-science - correlate housing prices with other factors (e.g., gun ownership)",30+ hrs/week,United States,4.6666666667,5,4,VERIFIED,2
2189,0.0,3 to 6 months,~010a50058bb194e3d8,Hourly,['data-mining'],"Looking for a person who can develop call list leads for a recruiting company.  Call lists must be geared towards business development (i.e. companies who are currently hiring employees) the difficultly will be finding IT companies.  The excel sheet must contain the  company name, phone number, HR contact and the email of the HR contact and the company career page.  Will be looking to make lists on a regular basis.  Lastly, the companies cannot be other recruiting agencies, and the information must be accurate.  If you can perform this task please email me right away.",Data mining for new prospects,Less than 10 hrs/week,United States,4.658068541,13,12,VERIFIED,2
2190,0.0,Less than 1 week,~0109758779de457169,Hourly,"['machine-learning', 'r']","Hello there, I'm looking to hire someone to develop a supervised classifier model for text data in R that can categorize a large corpus of text into user-defined categories. Please have experience working in R and experience with machine learning and text classifier models. Potential models might include a random forest or neural network, but specifics can be discussed during interview.  ",Classifier model for text data,Less than 10 hrs/week,United States,5.0,12,6,VERIFIED,2
2191,0.0,More than 6 months,~018ac21455f0290737,Hourly,[],"Looking for an additional Domo System expert to join my team for a new project. Must have experience of at lest 3-5 years actively working with Domo on an enterprise level.Contractors based in the New York metropolitan are  will be given first preference. Those based in the NYC Time Zone will be given second. Must be able to create cards, innovate reporting formulas and quickly learn on the job.",DOMO System Expert,10-30 hrs/week,United States,4.9936925115,49,44,VERIFIED,27
2192,0.0,1 to 3 months,~01d32bbe99b429cf78,Hourly,"['content-writing', 'email-deliverability-consulting', 'zoho-crm']","Looking for an experienced ZOHO administrator that can help our sales team build the right processes into the CRM system. This project is helping a local NY based company within the service industry shifting from SalesForce to Zoho.This is only for US based freelancers, the goal of the project manager is to work as support manager for CRM requests such:Automation EmailsAutomation processesOnline web formsCreate fields relationship and design viewCreate reports for management.We do have a zoho developer in the team, you will work with the developer as well and test new developments.***USA based contractors only.",Zoho Projects Manager,10-30 hrs/week,United States,4.8782160494,214,159,VERIFIED,92
2193,100.0,,~01660fb4bb5e5c80c7,Fixed,"['content-writing', 'teaching-mathematics', 'writing']","I am providing 100 math word problems. I would like these formatted with 4 answers, one of which is correct and an explanation as to how  the problem is  solved. I will provide examples of how that should be formatted. I am attaching  an example of how the problems should be finished.",Answer High School level math word problems and provide explanation,30+ hrs/week,United States,4.9751184834,20,14,VERIFIED,7
2194,150.0,,~015338fb61871004ff,Fixed,"['data-encoding', 'data-logistics', 'data-mining', 'data-modeling']","I am creating a database of records from multiple cities and each city uses different terminology, company names, project types - I need advice on how I should keep track of the mapping and source data that is imported into my database.  So really an expert on data cleansing and consolidation. ","Database Design, Data Mapping and Consolidation Consulting Advice",30+ hrs/week,United States,4.947608303,65,65,VERIFIED,49
2195,500.0,,~01bfd80dde47995d3c,Fixed,['pentaho'],Looking for an experienced Pentaho developer good at writing and debugging MDX queries to help us debug and fix our existing queries as well as any necessary changes to existing ETL scripts.,Pentaho MDX developer,30+ hrs/week,United States,4.9468258744,44,37,VERIFIED,11
2196,0.0,Less than 1 week,~0159574f358a6159e4,Hourly,"['business-analysis', 'business-intelligence', 'business-process-modelling', 'data-analysis', 'etl', 'qliktech-qlikview', 'sql']","MCG Tech is a boutique credit union consulting firm. You will work with the CEO to provide guidance on the development  technology solution to help support credit unions across the united states (credit unions are like small banks, but nonprofit). The product (in pre-beta) involves a technology that helps credit unions understand their local community, through the analysis of social media data and other private and publicly-available industry data. We are seeking assistance from experienced experts in the technology systems we are looking to use, which include data visualization tools, such as Carto (if you are experienced with Qlik or Tableau, you can likely learn Carto). I have two initial projects for data viz that I will spell-out in a conversation as a trial of how we can work together, but ultimately, MCG Tech is looking for a long-term partnership to assist with the management and oversight of our systems. In your application, please state your experience with Qlik. If you have worked with any other ETL software tools, please also list them in your reply. ",Data Visualization Expert,10-30 hrs/week,United States,4.9224330906,11,7,VERIFIED,3
2197,100.0,,~014ec14804f40a9e4f,Fixed,['web-scraping'],I need you to collect data from supplier's website to Excel. Need to de done in not more than 2 days.,Data Collection 3000 products from website to Excel,30+ hrs/week,United States,0.0,2,0,UNKNOWN,0
2198,50.0,,~01de40a99335311767,Fixed,[],"We are an IT company developing web sites and mobile apps.We would like to work with a quality data entry freelancer for client projects.Mostly for Wordpres, Woo-commerce, or custom made CMS systemsAll projects are online.",Data Entry for web projects - WordPress and Woo-commerce,30+ hrs/week,United Kingdom,4.9645992277,95,27,VERIFIED,10
2199,0.0,1 to 3 months,~0131be4ede6bb7389a,Hourly,"['argus', 'financial-modeling', 'microsoft-excel']","The candidate must be proficient in Excel and lease review, review and interpretation of income and expense statements to create valuation models for our clients.  The candidate must possess the ability to work in a very fast-paced environment with our sales team with minimal daily oversight.",Lease Abstractor - Underwriter,Less than 10 hrs/week,United States,5.0,16,10,VERIFIED,7
2200,20.0,,~012a84056ee703eedf,Fixed,[],"A small project has to be implemented in hadoop and big data . only 3 queries.in the attached document, anyone project needs to be executed",HADOOP AND BIG DATA,30+ hrs/week,India,5.0,1,1,VERIFIED,1
2201,0.0,1 to 3 months,~01633a7358b83f0911,Hourly,"['artificial-intelligence', 'artificial-neural-networks', 'deep-neural-networks', 'machine-learning', 'web-design']","looking for a few developers to come up with an MVP of this idea.make a AI/ML platform that creates websitesall the user does is posts content, then the engine should measure and analyze the content and create a website.there's a company doing something like this: thegrid.io, but you guys will be proving to see if the concept is valid.",artificial intelligence (ML) platform that creates websites,30+ hrs/week,United States,0.0,2,0,VERIFICATIONINPROGRESS,0
2202,0.0,1 to 3 months,~0187490a9088b97509,Hourly,"['computer-graphics', 'data-entry', 'data-mining']",looking for many type of data entry projects. for my organisation. ,data entry job,10-30 hrs/week,India,0.0,2,0,UNKNOWN,0
2203,0.0,More than 6 months,~015ae8c886efbd6908,Hourly,"['data-mining', 'data-scraping', 'microsoft-excel']","Pull college data from the IPEDS http://nces.ed.gov/ipeds/datacenter/Default.aspx in subject areas like psychology, licensed practical nursing, registered nursing, healthcare administration and more. For each subject area, pull institution contact information, school enrollment, teacher student ratios, graduation rate, institution accreditation, program accreditation, degree levels offered, degree specialties offered, and more. May need to pull data from several different databases such as accreditation http://ope.ed.gov/accreditation/GetDownloadFile.aspx, scorecard https://collegescorecard.ed.gov/data/ and merge data. Create simple use cases to ensure dataset are merged correctly.Create repeatable process that can be done again every six month or every year.Ensure the data useful and relevant for the subject area. In some cases, help to formulate datasets so they can be used as part of ranking college programs against each other. In addition to these projects, help pull and format other job and career data.",Data Mining /Scraping the IPEDS College Data,10-30 hrs/week,United States,4.6662242403,95,46,VERIFIED,20
2204,1000.0,,~01cf0dccc99a82f79e,Fixed,[],Looking for an experienced MatLab programmer able to manage data within Matlab and write statistical/optimisation code to analyse the data. ,MatLab,30+ hrs/week,Hong Kong,0.0,1,3,VERIFIED,0
2205,700.0,,~016ea4fecef831939b,Fixed,"['analytics', 'apache-spark', 'big-data', 'business-analysis', 'cognos', 'data-analysis', 'data-mining', 'data-science', 'hadoop', 'machine-learning', 'mapreduce', 'mongodb', 'natural-language-processing', 'predictive-analytics', 'python', 'r', 'tableau']","Aegis School of Business and Data Science requires Data Scientist for teaching 30-40 hrs (over a period of 3 months)Online Course on Data Science, ML and Predictive Analytics using R Language. This course will be delivered live interactive video using web conferencing. 1.  you have freedom to develop your own curriculum2. Apart from delivery of the course provide participants assignments and projectsWe have other requirements as well:- Tutors/ mentors for delivering online or on-campus courses like: NLP, Information Retrieval, Pattern Recognition, Spark, Hadoop, Elastics Search, Visualization,  SPSS, Cognos, Tableau, ML, Stats, Mongodb, Scikit-learn, MLlib, SAS, Cognitive Computing using watson etc. - Project guides - Teaching assistant - Full Time Data Scientist at Aegis Big Data Product Factory (here we solve reallife business problems and developing various data products) - Adjunct Faculty/ Part Time Data Scientist- Visiting Faculty/ Part Time Data Scientist for duration of 1 to 3 months short duration in Mumbai. Accommodation and other logistics will be taken care.  Aegis is offering Post Graduate Program in Data Science, Business Analytics and Big Data in association with IBM. This programs includes over 16 courses and one of the course module is ""Introduction to Data Science"" Check the program detail at http://www.muniversity.mobi/course/bulks/view.php?id=12","Data Science, ML, Predictive Analytics using R or Python Language Online Course",30+ hrs/week,India,4.8478835979,93,14,VERIFIED,6
2206,0.0,1 to 3 months,~01b69f2923568c9ff9,Hourly,[],"Hi there. One of my clients would like some assistance in performing analysis and research for choosing a BI platform. They currently a combination of platforms (Excel, Oracle, SQL) for their existing BI reporting needs and are open to exploring a different platform as well. They will also consider any prebuilt BI solutions focused on Logistics/Operations.  This is a discovery exercise and so alternate solutions/approach will be considered. Looking for someone with experience in BI implementation projects and similar experience in coming up with alternate solutions after careful analysis.Please **only respond** if you have both experience in BI implementation as well as analysis. Not looking for any coding or development skills. ",Business Intelligence analysis,Less than 10 hrs/week,Canada,0.0,2,0,UNKNOWN,0
2207,0.0,1 to 3 months,~01c6ed8739b70bffaa,Hourly,"['data-analysis', 'tableau', 'visualization']","I'm looking for someone to help build and maintain Domo dashboard for our business analytics team.  Role includes:- specifying requirements on what needs to be built- check whether all data is already available in Domo or work with our BI team to add it- creating new tables and graphs using Domo (similar BI tool as Tableau)- get feedback and update as neededExperience required:- Use of a BI tool to build dashboard such as Domo, Tableau, Looker...- Good understanding of dashboard requirements and how to best visualize data- fast learner to understand specific data we useThere is likely be on-going needs but will start with one specific project.Stephanie, Upwork",Domo dashboard design,Less than 10 hrs/week,United States,5.0,1259,1289,VERIFIED,82
2208,0.0,More than 6 months,~01ad8ebc85c2c4277f,Hourly,[],I need someone who is able to verify multiple lead list for accuracy of information and divide the list into various sections based on my specifications.,Verify and seperate lead list,10-30 hrs/week,United States,4.6620412434,23,22,VERIFIED,9
2209,0.0,Less than 1 week,~01d51fe729fbe95a71,Hourly,"['blog-writing', 'data-mining']","HelloI need you to summerize 4 articles that teach and tip on how to meditate.The summery should focus on what to do before, during and after the meditation and how you need to feel during it.I'm going to show this summery to beginners who going to start meditate, so I need it to be detailed on the important stuff as possible.In addition, I need you to find me 2-3 diaries of beginners that start meditating and wrote about it on the internet.The first day of their meditation shouldnt be longer than 5 minute, and their progress each day needs to be slow and goodI hope that the diaries will be at least 30 days, but 15-20 days is also goodI want both mission to be done in 2-3 hoursThank you in advance,Arad",summerize 4 articles about meditation and find meditation diaries on the internet,10-30 hrs/week,Israel,0.0,6,2,VERIFIED,0
2210,0.0,Less than 1 month,~015d567d8f12fc53b5,Hourly,['data-science'],"We want to learn about our clients and the market. We have too much information and not enough expertise. That's where you are come in. What you will be doing. Taking our information and the information freely available to produce some reports. Create tables and dataMake suggestions on how and what to track in the futureThe data will be used to find our best customers and profile them to target our services to like customers in the future. To apply you must :-have good English -a stable internet connection -start your name written backwards in the first line of your reply-mention your favorite data visualization tool-and for express interview for candidates that qualify add your skype account name with location-any questions you would like to cover in the interviewThanks for applying.Interviews will start around the 8th of August, and job will start in the following weeks. Work time and completion flexible",Data Scientist- Help organzie and visualize  our info for construction industry,Less than 10 hrs/week,Canada,0.0,7,6,VERIFIED,1
2211,2500.0,,~017375b32ff2ac859a,Fixed,[], I am looking to scale a financial services related offering through machine learning capabilities. The goal is to take an existing database of financial documents and add a layer of intelligence to them by extracting keywords and other data from within those documents. This should enable faster analysis and discovery of info that may be typically overlooked. Additional details to be provided upon contact.  ,Financial Services - Adding intelligence to financial documents,30+ hrs/week,United States,5.0,3,2,VERIFIED,1
2212,50.0,,~01edfe39c3ce91cd66,Fixed,[]," I need you to find email adresses of people with houses for sale in somerset , buckinghamshire and sussex in UK. No agents, I want the owners direct.  I dont know how or where you will find them its up to you. I need as many as possible.  Are you capable? It will require genuine intuition, resoursefulness and a smart thinker. Success will be rewarded generously.",webscraping leads,30+ hrs/week,United Kingdom,0.0,1,0,UNKNOWN,0
2213,50.0,,~01c35970eaf07e191c,Fixed,[],This is a Machine Learning Project.I want to hire someone who is good at programming R and can finish this project.The name of the project is Online Handwritten Writer Recognition which is basically to recognize the writer based on his/her hand writing.,Coding in R,30+ hrs/week,India,0.0,2,0,UNKNOWN,0
2214,0.0,Less than 1 week,~01d9d88505d468c80d,Hourly,"['microsoft-excel', 'microsoft-powerpoint']",I need to convert an EXCEL spreadsheet to Graph Charts for a power Point presentation.,Need to convert EXCEL Data sheet to Power Point Charts,10-30 hrs/week,United States,5.0,9,6,VERIFIED,1
2215,0.0,1 to 3 months,~018a25ba0c8f919c5e,Hourly,"['data-analysis', 'microsoft-excel', 'microsoft-powerpoint']","Zitter Health Insights (ZHI) seeks 3 analysts to take on the responsibility of data analysis and slide creation for approximately 12 large data sets, to be analyzed, and reported on from Aug 1 2016 to Aug 31 2016.  This role demands approximately 100 hours of time from each candidate over the timeframe previously mentioned, the bulk of which would take place in the last 2 weeks of August. High level details of the requirements associated are as follows:	Intricate knowledge of Microsoft Excel required 	Expectation to organize raw data files (pivot tables, VLOOKUP, etc.) use pre-designed macros, and other functions in Excel	Extensive knowledge of Microsoft PowerPoint slide and graph creation required 	Expectation to translate data into PowerPoint slide formats	Expectation to perform initial proof reading of data and PowerPoint files	Previous professional experience in consulting, marketing analysis, PowerPoint based reporting 	Ability to extrapolate key findings from data (ideal but not required)	Overview training and demonstration of templates, processes, and expectations to be provided by ZHI staff to hired candidates in July 2016High quality performance on the project outlined above immediately qualifies a hired candidate for an offer to continue work  with ZHI on an identical project to take place from Sep 1 to Sep 31. Please submit your questions and bids for candidacy no later than Aug 3, 2016.  ",Data Analyst Slide Creator,30+ hrs/week,United States,4.856646885,25,33,VERIFIED,10
2216,0.0,Less than 1 week,~0101a21d21e96e7102,Hourly,[],Protecting my safety. IT expert with hacking skills,Help Needed,Less than 10 hrs/week,United States,0.0,5,0,UNKNOWN,0
2217,0.0,Less than 1 week,~017e9f02c90655af43,Hourly,"['data-mining', 'market-research', 'research']","Hi, need someone with flexible schedule to support me with market analysis and data assistant. Also, finding emails, reports, data research. I have the name of executives in some companies and want to find their email addresses. ",Marketing assistant,10-30 hrs/week,Canada,5.0,131,114,VERIFIED,7
2218,250.0,,~01ac9a83f91dfba3bf,Fixed,[],"I have a Cashbook Data for 2012/13/14 & 2015 extracted from the Bank Statement.From this Report, we need to prepare following:1) Prepare Each Customer's Income & Expenditure from 2012 to 2015 2) Streamline expenditure names & so on!3) Prepare Analytical review on our company's invoice to clients & amount of money taken from their accounts.I needed the report fairly urgently so would be great if you could let me know if you can help me with this & how soon can you do this.Thanks & Regards,R",Advance Excel & Analytical Work,30+ hrs/week,United Kingdom,0.0,3,1,VERIFIED,0
2219,40.0,,~017f73fa2d7bb9c385,Fixed,['web-scraping'],"Hi. I'm looking for a person who is able to create software for scraping of website I'll provide a link to. Has nicely structured html, the work is not very hard.",Simple website scrape,30+ hrs/week,South Korea,0.0,1,0,UNKNOWN,0
2220,40.0,,~01320bb9059b84b0cc,Fixed,['data-mining'],"The Job: A straightforward job, we are looking for a freelancer to scrape up to 20 selected Instagram accounts and pull a list of all their follower names and corresponding follower counts.https://www.instagram.com/carved/Output should be an excel file with a worksheet for each scraped account and a list of all their followers with counts and other profile information. Duplicates are allowed. To apply, please provide an example of this job. ",Instagram Account Web Crawl for Follower List,30+ hrs/week,United States,5.0,35,23,VERIFIED,3
2221,0.0,Less than 1 month,~01ab848b2fc60c31e5,Hourly,"['biotechnology', 'data-science', 'wearables']",Hello there.Looking for data scientists with experience analysing biometric data. We have data-banked galvanic skin response & heart rate streams (as well as minimal skin temperature data streams) from one user.We require cleaning/normalising the data. And further identifying response points as triggers are presented to the user. This will be our first time looking at the data with a data scientist and we are interested in exploring what we can learn.,"Bio-data ""cleaning"" and analysis from a wearable device",Less than 10 hrs/week,Kuwait,3.4482758621,14,4,VERIFIED,2
2222,0.0,More than 6 months,~01e918162672135920,Hourly,"['data-entry', 'microsoft-access-programming', 'microsoft-excel']","Need a freelancer to review, correct, enter and ensure correct data entry in client records on a daily basis.",Data Entry and Data Correction,10-30 hrs/week,United States,0.0,3,0,,0
2223,0.0,More than 6 months,~015227f4c93028191f,Hourly,"['conversion-rate-optimization', 'google-analytics']","We need help doing reports for our clients on what they can do to increase their conversion rate by looking at their Google Analytics.It is important that you are able to give suggestions in the report on what the website can do better.We have a template for the report and further instructions, but please keep in mind that this is not only about setting up a report in Analytics, it is about taking out the numbers and giving suggestions based on them.There will from one to several reports to do per week.You will look at things like:- Funnels- Goal flow- Enhanced e-commerce reports- Landing pages: high traffic, high bounce pages- Landing pages: high traffic, low conversion rate pages- Search: where are they searching on the site, for what, on which pages do they exit the page after a search, CR for searchers vs non searchers- Conversion rates for different devices- Conversion rates for different browsers and browser versions- Sitespeed - what are the slow pages/page types?- Traffic sources- Conversion paths, length and time- New vs returning visitors- Audience insight: age, gender (is the CR the same for each age and gender or not? any important differences?)- Geo: any differences in CR between countries/regions?- Big spenders (segment with people who spend 3 x AOV): where are they coming from?- Moment of the day and day of the week: when do people convert best? how can we use this for e.g. bid modifiers in adwords/email/social",Do quantitative research conversion optimization reports from Google Analytics data,10-30 hrs/week,Sweden,4.8587660516,268,151,VERIFIED,84
2224,0.0,More than 6 months,~01de23f942a78692cd,Hourly,"['calculus', 'r', 'statistics']",I have a few data sets that need to be analyzed and reports needed to be provided.,Data Scientist needed to analyze a few data sets and provide reports,Less than 10 hrs/week,Canada,4.9367098008,116,74,VERIFIED,50
2225,400.0,,~01eec78a1387d02219,Fixed,"['algorithms', 'matlab', 'python']","Hi   I need the method below implemented from paper to produce  I don't mind what language you use matlab or python  https://www.researchgate.net/profile/Jinming_Duan3/publication/289117854_Surface_reconstruction_from_point_clouds_using_a_novel_variational_model/links/5689240908ae1e63f1f8c44b.pdf  A good place to start from is this 2d version of fast sweep method, as the paper extends it to 3d and then uses a variational method for point clouds reconstruction.   https://github.com/rekka/fast_sweeping",Matlab 3d reconstruction algorithm for point clouds look at paper,30+ hrs/week,United Kingdom,4.3065836735,37,38,VERIFIED,9
2226,0.0,1 to 3 months,~016f9f2ebb3e56cd87,Hourly,"['deep-learning', 'machine-learning']",We are hiring for a machine learning expert for a unique mission. We are looking to apply machine learning techniques to a range of unique datasets to predict certain outcomes. - We will provide the data and a support team. - Deep learning experience preferred. - You will continually keep yourself up to date with industry best practices and tools - Apply with 2+ years prior experience only.- Apply with links or attachments or information about your previous work,Machine learning on unique dataset,Less than 10 hrs/week,United Kingdom,5.0,12,5,VERIFIED,1
2227,0.0,Less than 1 month,~01020ca618bb03cd9c,Hourly,"['django-framework', 'python']","Looking for an experienced Software developer in natural language processing.the project is about getting similar words , synonyms and suggestions for keyword searches.the project second part is benchmarking and quality check the results.+NLTK is to be used for this project unless well grounded argumentation is provided to look into something else.+language : english.the project might scale to a bigger data science project, depends on results provided.for the moment we are mostly looking into keywords that don't get a hit and in that case we want to check the keywords that are similar and get a hit.however we want high precision in that similarity , we want to use it only if the distance between the two words is very small.we can provide history of searches and clicks as context , we are working on providing more types of contexts .",natural language processing,Less than 10 hrs/week,Sweden,0.0,3,0,VERIFIED,0
2228,0.0,Less than 1 month,~017a70c441c8ebde1e,Hourly,"['data-mining', 'data-scraping', 'web-scraping']","Looking for a scrape of all live events on eventbrite.com, tickettailor.com and meetup.com. Initial job is proof on concept but potential job to create an ongoing scraper to mine these sites on a weekly/monthly basis. I would like a CSV output of each event name with origin site and any further details you can get from the site (e.g. location/industry/date).","Create database of all events on Eventbrite, TicketTailor and Meetup",Less than 10 hrs/week,United Kingdom,0.0,1,1,VERIFIED,0
2229,0.0,1 to 3 months,~014bb2cbf113fc4f93,Hourly,"['angularjs', 'frontend-development', 'react-js']",Shift planing tools,Frontend developer,10-30 hrs/week,Czech Republic,0.0,2,1,VERIFIED,0
2230,15.0,,~01cdba277dea64f913,Fixed,"['equity-research', 'research', 'research-papers']",I need some one have research experience to review the grant and mention good points nd mention the weakness and provide any suggestions to improve it  ,grant review,30+ hrs/week,United States,4.3993134918,41,30,VERIFIED,11
2231,0.0,Less than 1 month,~01592d29d5fc1ce460,Hourly,"['forex-trading', 'metatrader-4-mt4']","Hello,I am just learning about HFT and arbitrage.  I already have a successful EA which provides me a strong return per month, but I am interested in branching out to new high frequency trading strategies like arbitrage (or others if you have ideas).Looking to partner with someone who is willing to coach me a bit, and can also help to develop the EA for the strategy.Thanks,Percy",Need help creating an arbitrage EA,Less than 10 hrs/week,United States,5.0,4,3,VERIFIED,3
2232,500.0,,~01ea18e2906351b199,Fixed,"['computer-vision', 'image-processing', 'pattern-recognition']","Usecase:- User will take picture(s) of a shoe- Your code should be able to detect the brand, the model, and colors of the shoe.Do not underestimate the shoe data, there are millions of different shoes out there.If you can develop something like this, lets talk.You must have experience in image processing/computer vision/machine learning.",Computer Vision: Detect brand and model of an object,30+ hrs/week,United States,5.0,65,45,VERIFIED,4
2233,0.0,Less than 1 week,~013f889f14ece12d8f,Hourly,['r'],"Attached is my R script, which pulls the S&P 500 stocks and puts them into one data set, both in wide and stacked format.  I want to convert the daily data to monthly.  Please show me how.  Second, I want to see how to run multiple linear regressions and store the coefficients in one data set.",R Programming,Less than 10 hrs/week,United States,0.0,1,0,UNKNOWN,0
2234,100.0,,~01a0671b4ec5838f7f,Fixed,"['microsoft-excel', 'tableau']","Have 4 different files of about 7MB of Excel data. Need to filter and sort data across multiple columns and rows yet maintain the uniqueness of each row. The columns contain duplicate data, need to filter or remove the duplicate column data and associated row data. Want to work on this project via Skype and have about 8 or queries of data and should take less than 45 minutes for an Excel Guru. Want to begin project immediately after selection  and hope to select winner within 5 hours of this post","Data Extraction, filtering  and sorting",30+ hrs/week,United States,3.9252234654,22,15,VERIFIED,8
2235,0.0,More than 6 months,~01436efd2872f9f7e1,Hourly,"['data-analysis', 'google-spreadsheet', 'microsoft-excel']","Hi,I am looking for an Excel Pro that can complete the following tasks among others:- Consolidating multiple sheets into one (or harmonising them)- Developing formulae, pivot tables and queries to answer business questions- Providing simple forms to make data entry faster and more accurate- Producing a basic performance dashboard- Assessing data quality and completion",Excel Pro,10-30 hrs/week,Malaysia,4.7717160925,23,29,VERIFIED,5
2236,0.0,More than 6 months,~0120fe5175ddfb2e4e,Hourly,['r'],"i have some sports data and need to build a prediction that is accurate enough to work in real world situations.  i already have an algorithm built in R using logistic regression, and it works reasonably well, but makes a couple of systematic mistakes, which i want to fix.  the predictive algorithm should be simple, no overfitting! ",predictive model,10-30 hrs/week,United States,5.0,7,4,VERIFIED,2
2237,250.0,,~01034873709946b792,Fixed,"['data-analysis', 'labview']",I need to  scroll a through a text file based on the time stamp on the text file. the time stamp where the text file should scroll to is going to input from another tools  where i am xoom into a particular time stamp. For example: if in the tool i am at time stamps between  01:00:00  - 01:10:00 then the text file should   find the closest time stamp to 01:00:00 and show the related text there. and once i move from that time stamp to another then the text should scroll accordingly. ,reading a text file based on timestamps in the file from another tool,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
2238,0.0,Less than 1 week,~0116b8ed0c626ceb6c,Hourly,[],"My company, IOP Ophthalmics, is looking for an Excel expert who is skilled in writing macros. We have two documents so far, and more on the way, that need specific macros for sorting the data. On each document, we have a list of customers with all of their purchases in multiple rows. We need each customer in just one row with their units and revenue added up with the customer name, sales rep, and address all on the same row. Attached is one of the documents I need done. Contact me directly if you need more instructions about what I need done.",Excel Macro Needed for Sales Speadsheet,Less than 10 hrs/week,United States,0.0,1,0,UNKNOWN,0
2239,0.0,More than 6 months,~01d4055cca6f6ab713,Hourly,[],"You have a Ph.D. or Masters Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline. You have a deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms. With 4+ years of experience delivering world-class data science outcomes, you solve complex analytical problems using quantitative approaches with your unique blend of analytical, mathematical and technical skills. Youre passionate about asking and answering questions in large datasets, and you are able to communicate that passion to product managers and engineers. You have a keen desire to solve complex manufacturing process problems, and live to find patterns and insights within structured and unstructured process data. You propose analytics strategies and solutions that challenge and expand the thinking of everyone around you. You are expert in analyzing large, complex, multi-dimensional datasets with a variety of tools. You are accomplished in the use of statistical analysis environments such as R, MATLAB, SPSS or SAS. Youre as comfortable with relational databases as you are with Hadoop-based data mining frameworks. You are familiar with SQL, Python and Java. You desire a fast paced, test-driven, collaborative and iterative engineering environment. You love learning, data, scale and agility. You excel at making complex concepts simple and easy to understand by those around you. Youre driven to show the world the power of applied analytics.",Data Scientist,30+ hrs/week,United States,5.0,8,7,VERIFIED,1
2240,30.0,,~014f626899aa0370d0,Fixed,"['data-entry', 'microsoft-excel', 'microsoft-excel-powerpivot']",want to create an Excel spreadsheet that will grab/scrap data from a website.  A website that gives up to date  golfleaderboard and it needs to be able to refresh .http://www.pgatour.com/leaderboard.html  ,Create a Excel spreadsheets,30+ hrs/week,United States,3.5660617459,24,10,VERIFIED,6
2241,0.0,1 to 3 months,~0148b043e576dee891,Hourly,"['google-analytics', 'google-tag-manager', 'mixpanel']","Google Tag Manager, Mixpanel & KISSmetrics. With a focus on providing measurement strategy, technical implementation, reporting and setup.Set up mix panel on a iOS appSet up mix panel funnels on a web page and cloud based appOngoingMonitor and create reports.",Analytics Pro for mobile and cloud based application,Less than 10 hrs/week,United States,4.8625524724,282,157,VERIFIED,115
